REGION_CENTROID_ROW;REGION_PIXEL_COUNT;SHORT_LINE_DENSITY_5;SHORT_LINE_DENSITY_2;VEDGE_MEAN;VEDGE_SD;HEDGE_MEAN;HEDGE_SD;INTENSITY_MEAN;RAWRED_MEAN;RAWBLUE_MEAN;RAWGREEN_MEAN;EXRED_MEAN;EXBLUE_MEAN;EXGREEN_MEAN;VALUE_MEAN;SATURATION_MEAN;HUE_MEAN;Col19;BRICKFACE;SKY;FOLIAGE;CEMENT;WINDOW;PATH;GRASS
233.4919769627416;209.44783659627021;9;0.052733461227886101;0.13505079940833434;16.438199774615864;127.83591951252282;4.1216118419122951;604.61389010789708;119.66400890327888;46.20856555173291;99.28487371766181;55.640794968071262;-48.037455941691064;44.801466234042636;20.961966854898783;26.23958844264271;0.89844296938022039;-0.35242511232285301;0;0;0;0;0;1;0
221.7042967665042;138.10238904954338;9;0.097079874494081758;0.13000986702915779;5.7202455222477804;553.07725639258979;23.978450622729202;551.07402749809148;101.48921102277554;19.703992496546785;139.80233216468039;139.95122897100092;-6.1913030857127254;-3.876304901904942;17.336179431114182;21.377508999785348;0.82774915272689398;0.079245093102383368;1;0;0;0;0;0;0
240.69775684608305;240.33323973873246;9;0.0088479839677368336;0.13012390431194393;1.9432229444976921;411.03438919877976;18.611914308724753;1071.8879099890801;12.97806244595759;8.6743220852578098;86.464402986406327;128.21821057026554;-31.10875863286925;24.622352016691533;8.7209778419094448;137.55515948560245;0.67833399529785388;-0.76086708261767488;0;1;0;0;0;0;0
52.563369499277286;37.189182924156256;9;0.10377407426454373;0.1721494158277394;5.432860613956886;484.13098730049529;20.718389071083724;627.71812344504792;69.49520822991613;102.08011152295616;42.47515917119393;113.05688649260176;-33.127153536589724;30.866344379095406;18.418814436233731;95.038207084351313;0.58724683975694469;2.5802344690562902;0;0;0;0;0;0;1
138.61072182630406;82.276111918545709;9;0.032862248520798103;0.1899899456071561;9.201698350536347;386.31518069856776;18.352195668987818;295.54763277127444;125.41207613795966;128.77207647134188;142.8494548984967;51.450676548340105;-13.535309554859317;74.823357541538428;-0.14747919788345598;72.250042849011393;0.23554619387993758;2.5352264242902929;0;0;0;0;0;0;1
151.27256328727145;180.07067954337262;9;0.031406207437028842;0.082035825653513778;23.493818304158761;412.0183502163876;11.30477507905691;1311.5572467914435;82.9109428274907;26.194976905317112;150.83513725676752;100.7774402300879;-3.4017497972893054;62.891984785488333;5.9792261091149612;55.767108610836978;0.53843897513179473;0.9047395287909672;0;0;0;0;0;0;1
144.3577646249698;77.431579479853312;9;0.019595779755703556;0.20462090744139083;14.92249883571356;394.2516283373252;12.235541406866172;180.17958397206638;89.800858010768764;47.647955237453409;1.6624787730507633;83.314605930734444;-21.637084360241154;66.181259722972541;4.9020266205642073;38.191195698081842;0.17064573744228784;2.2071259983212355;0;0;0;0;0;0;1
35.133738391548981;27.330908657548918;9;0.050031391931437304;0.084086714165294535;17.475208168690248;551.16963190172373;5.888029152264215;214.23292606709651;138.70866129458221;57.79890843698734;73.796126931105221;48.111604824287127;-13.581536660023517;45.87681955071308;-14.392911178649207;83.054451841793167;0.3376758198904834;0.79665587903362001;1;0;0;0;0;0;0
227.5966391021814;113.2623617182236;9;0.069915708453882661;0.17844911921280057;19.310035166500619;513.09439618860836;29.390315959268118;858.29078551617692;64.598847780536602;86.932757916124942;56.601492238412845;66.260970511424929;-47.864432581888366;58.959221173516667;-5.0605465836394821;29.802504941525726;0.40621844218259423;-2.4591939175898148;0;0;1;0;0;0;0
51.301750053472546;162.28871326294234;9;0.093153254118839374;0.11051702831432585;5.4478278878767084;526.96658749261655;42.187540250985919;340.68597553673203;84.638982635533409;65.686143283613703;51.088545624748001;67.113207166766031;-3.8237592360263761;24.560350762866545;11.881062606725003;65.094133896447289;0.93852551721670696;-0.17214440720701951;0;0;0;0;0;1;0
131.68371863080927;66.443563877508993;9;0.050546320994735265;0.20002457208101407;18.182911957492919;1.5155235575048729;7.7631560277319753;1135.5007779367916;75.47297213298269;98.060276138194041;100.52574407406779;60.870016357874199;-39.371593971038081;12.031991345408951;21.328359950398458;24.782500666600502;0.93102526638803851;0.072582831083431998;1;0;0;0;0;0;0
79.654796325210071;61.43332376974147;9;0.071299485059151152;0.20854898956299919;23.505536513854025;404.53249372130995;9.231919826680242;1219.9807499534147;113.72383545588917;35.143451224326668;125.31097878671414;83.802915169987813;-45.641045124632384;78.409353191449028;19.412220758845713;125.61981388676155;0.15716535638087087;-1.759077248904068;0;1;0;0;0;0;0
196.88287332745773;244.07493688435261;9;0.05096636928193405;0.18269745172438731;12.822663657416353;538.09052069710242;18.64020350042988;605.89601280725094;52.899043966112544;82.845935692108057;6.987482430863702;53.686573955852651;-9.4483803988896753;37.449143772620914;-25.088577512281113;55.914188153188732;0.28869587579723704;-2.0483110927489747;0;0;0;0;0;1;0
76.341643413059629;61.871950719330869;9;0.072942579943574878;0.12142548287891271;24.651049932590208;218.87166624731915;33.227047088216779;399.94475397011348;8.3493226253794113;48.657371786550655;19.708290317047663;12.365487519808196;-0.77770219016858277;-2.8277376250704123;14.836562403885253;10.583667901934206;0.71834499550048536;1.1679751501355744;0;0;0;0;0;0;1
77.423449353311312;20.806863415955817;9;0.087711467620285616;0.038789945381759783;21.874218776480589;109.17428699450529;25.380220773460401;519.2252722636174;31.060723688589004;71.30900520119522;118.31918925900366;80.787444076607784;-38.881441227113037;0.041024917287371565;20.494523489702956;78.934331122144741;0.82335371080751141;1.1370420612463894;0;0;0;0;0;0;1
9.8460669663794818;187.21210041431755;9;0.022992888926193649;0.18792614663065998;12.116407140366343;270.04334755354154;10.867462581082677;1271.5095423346204;133.68424329171245;6.4862894410259759;45.903950032983232;103.76705380340445;-4.709628558034801;-5.9945803877426886;18.558206449526701;69.384369030295375;0.36782488450860162;1.8300664845590071;0;0;0;0;0;0;1
108.01672099713539;216.43390671931198;9;0.096229767477353442;0.086256920753998004;16.658330355458862;360.08382735414489;32.038847550754326;1113.2869354275467;53.496425707084668;94.587504346977354;69.129228321711082;12.27008951936434;4.1038025271759295;28.519466937660308;5.2861590582425535;141.9164720097188;0.064164006730672712;1.3632936649707932;0;0;0;0;0;0;1
54.625202359565634;125.4803833433018;9;0.01309681740491396;0.1644437009113108;17.397617096985368;149.14024863236045;24.185762970810664;533.36610861708687;69.884116978839245;50.059155389130744;57.06739158864962;81.246173393095859;-31.55292565541513;32.34856024659959;-28.847014836127975;37.662210016161254;0.58297019545558459;-2.3754222683198787;0;0;0;1;0;0;0
66.792683251852381;22.669763520922746;9;0.095436161250223736;0.065704557519165832;7.4904621624253327;116.41413227704344;8.3160602243647297;12.207676469394189;128.86742473241591;75.543046972381958;34.499763756503683;108.36641578208109;-5.4418964690319598;11.395083124723545;18.612403471755215;144.93056166530027;0.69444077403212012;2.0874876657738191;0;0;0;0;0;0;1
172.41181550009253;186.73079088718291;9;0.040171775476682894;0.16012933411573563;1.5711659084463181;79.017424914772405;28.8018624617367;726.48305457237063;121.71634228180474;66.48152797413934;111.63545373438603;12.40606337551422;-20.225038283142482;44.631814709431325;-30.10741663539082;144.20162463954449;0.23545145312144361;2.8205584884642936;0;0;0;0;0;0;1
22.883246615761802;66.187757581665522;9;0.1000503046624556;0.17754684290880324;0.009585074415373861;69.435229140284846;23.150284532752185;620.48523997487496;119.040986965087;130.35932151794339;14.642758110353441;68.181912535158474;-0.48162156797727107;48.296149686305824;20.33301553801261;107.75675123300907;0.96451524987739812;0.97572892579022774;0;0;0;0;0;0;1
96.246267887855808;95.862638171282072;9;0.011003322969176001;0.15977780144401632;2.5260376571716963;84.633999748516658;44.65878872146795;863.91997672744162;115.8127580228022;59.729074019408621;16.626893847025514;65.123357034284297;-48.095634144511578;-5.1469509278493017;21.611474643955908;97.493075132323511;0.8030191607153695;1.0091214317052875;0;0;0;0;0;0;1
137.13543887060266;230.87140838795463;9;0.017440493306019357;0.12449839744539053;22.198934997142256;168.34574535959774;10.993086685999717;418.9949073071931;94.624168969808139;102.35953420440958;34.964144297232487;138.70204727946765;-3.3790924922355998;41.607645521500899;5.7454912099654507;59.155718079458033;0.35916728581783275;-0.81895442604475921;0;0;0;0;0;1;0
36.283193832088926;130.01649915139086;9;0.027676896580386287;0.03054343325605198;4.0056299778731903;247.5270559801501;10.117241729937559;924.04059854599598;69.658329254423833;36.99824788911301;0.97325376811599595;14.926406306578572;-44.108237241027474;53.278936862178284;20.9373495664491;55.576629762358486;0.46673232187608177;2.0283356886067971;0;0;0;0;0;0;1
197.64814895577027;14.985952831496824;9;0.032993686917336978;0.15326170471749848;15.33049067084209;269.55335905231101;1.1793807501095521;32.089918862309304;9.8919264715274728;101.6900502114689;15.060259091912039;112.84165326073952;-46.178214128319773;54.556916989672914;-17.363657790616841;1.5213105191543679;0.016122317553282323;-0.2666355107884959;0;0;0;0;1;0;0
62.031706913058173;97.133075366633534;9;0.029505978551598602;0.14309087960643008;12.396679399346928;347.56330977252065;42.188200218550499;393.31473918850884;115.68771591272875;98.223557291951479;55.233543363890675;98.558051239805962;-27.62683323521054;56.938312286964901;-4.7592162738147223;28.157291205087674;0.56519919156904019;2.8000523420375694;0;0;0;0;0;0;1
98.986122021258041;33.825271264653921;9;0.085212590649564018;0.094577295998947944;7.1677970384853182;485.68706718960891;1.6017713905850997;125.28047393372167;82.80869939683221;82.573935228716778;105.06037587413459;97.471917282349054;-7.1796271960868268;56.230763442259331;-24.84932097887345;111.68672175737277;0.10026272670842244;0.78021012412345403;0;1;0;0;0;0;0
134.56102541150514;176.14576929197179;9;0.03861833762849097;0.14808966246468472;11.85691819903462;564.72803403646697;14.587720679745663;267.10191619842112;16.024770722366455;135.22099059242632;21.849258572064524;44.658633081267048;-13.55097907033857;37.174191247351658;2.0515085522877925;78.271334547871149;0.90504084580285205;1.601821195253168;0;0;0;0;0;0;1
53.083232122576781;102.18461013217399;9;0.0039072546606946359;0.21713305663570451;6.0886167281561061;527.59747951930467;23.786109473503867;1108.6112501454299;20.32479076572946;42.440124650556115;9.9683578453877573;5.3729292256812453;-1.9484350935154922;-6.2691325828825315;19.920176929565621;116.70085846184294;0.79361965368105969;1.3491111676920289;0;0;0;0;0;0;1
159.82181023092528;96.245255586622548;9;0.089827406850351246;0.055944992917971684;17.846637455949057;477.64876780706982;32.197162534716924;391.30539445330965;115.25386131864823;106.04095532843044;74.110022001856933;79.351297805200502;-9.9184886901127456;6.9826357360597058;18.541533869217012;12.223870722386566;0.77952266196931941;0.38884990083990179;1;0;0;0;0;0;0
